name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,dissolution_date,date_of_organization_meeting,reason_for_administrative,mailing_address
STR8OUT BAIL BONDS LLC,LLC,Active,Annual report past due,1362092,2021-03-31,54-2 HARTLEY DRIVE,WATERBURY,United States,06705,CT,ALICE43073@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:42.7300000,,,,,,,,,,,,,,,,,,,,,,
"JOS ENTERPRISES, LLC",LLC,Active,Annual report past due,1362093,2021-03-31,1559 MAIN STREET,GLASTONBURY,United States,06033,CT,JONATHAN@CTARTHURMURRAY.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
"FUEL STATION SERVICES, LLC",LLC,Active,Annual report past due,1362094,2021-03-31,26 CHAPMAN ROAD,EAST HAMPTON,United States,06424,CT,FUELSTATIONSERVICESLLC@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Other Electronic and Precision Equipment Repair and Maintenance (811219),811219.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
UNCLE JIMMY'S SEAFOOD & MORE LLP,LLP,Renunciated,,1362095,2021-10-09,652 DIXWELL AVE.,NEW HAVEN,United States,06511,CT,BDAVIDOFF0618@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
264 CHURCH STREET LLC,LLC,Active,,1362096,2022-03-31,393 SEA HILL ROAD,NORTH BRANFORD,United States,06471,CT,cmignosa.scwg@gmail.com,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
BLUESKY2020 LLC,LLC,Active,Annual report past due,1362097,2021-03-31,129 ELM STREET 129 ELM STREET,NEW CANAAN,United States,06840,CT,FINANCE@129ELM.COM,Foreign,2020-10-09,DE,DE,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:42.7433333,2020-10-19,BLUESKY2020 LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,,
ILUJE LLC,LLC,Active,,1362098,2022-03-31,10 RUSHBROOKE LANE,SHELTON,United States,06484,CT,Ilujellc@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
"FENWICK COTTAGE, LLC",LLC,Active,,1362099,2022-03-31,10 OLD FENWICK ROAD,OLD SAYBROOK,United States,06475,CT,vtbgraboys@gmail.com,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
SKILLED TRADES PARTNERS INC,Stock,Active,,1362100,2022-10-09,419 MAIN ST 7,STURBRIDGE,United States,01566-8586,MA,SETH@SKILLEDTRADESPARTNERS.COM,Foreign,2020-10-09,MA,MA,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:43.3833333,2020-10-26,SKILLED TRADES PARTNERS INC,United States,,,,,,,,,,,,,,,,,,,
TOMMY DELI GROCERY LLC,LLC,Active,Annual report past due,1362102,2021-03-31,1613 CHAPEL STREET,NEW HAVEN,United States,06511,CT,ALBERTOOGANDO@HOTMAIL.ES,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
VIRTUAL VITALS LLC,LLC,Active,Annual report past due,1362103,2021-03-31,73 CHAMBERLAIN LANE,SOUTH GLASTONBURY,United States,06073,CT,SBRYNE@VIRTUALVITALSIGNS.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
SPARKLE WELLNESS LLC,LLC,Active,,1362106,2022-03-31,"415 BOSTON POST ROAD, SUITE. 3-553",MILFORD,United States,06460,CT,SPARKLE.WELLNESSLCSW@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
"115 DANBURY RD GROCERY, LLC",LLC,Active,Annual report past due,1362108,2021-03-31,115 DANBURY ROAD,RIDGEFIELD,United States,06877,CT,MARIA@AMERICANTRANSIT.US,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
BRENT WALDER LLC,LLC,Active,,1362109,2022-03-31,50 KIBBE RD,ELLINGTON,United States,06029,CT,brent@brentwalder.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
BRASS CITY BOOKS LLC,LLC,Active,Annual report past due,1362110,2021-03-31,18 DALLAS TERRACE UNIT 1,WATERBURY,United States,06705,CT,DUDLEY.TANISHA@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Book Stores (451211),451211.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
VENTURA ROACH CAPITAL LLC,LLC,Active,,1362112,2022-03-31,"367 ORANGE ST, APT 413.",NEW HAVEN,United States,06511,CT,nikolas.roach@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
CHEESES TREASURES LLC,LLC,Active,Annual report past due,1362113,2021-03-31,19 NOTKINS ST,HAMDEN,United States,06514,CT,CHEESESTREASURES@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,"Hobby, Toy, and Game Stores (451120)",451120.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
PEERLESS TAX SERVICES LLC,LLC,Active,Annual report past due,1362114,2021-03-31,16 SISSON AVE,HARTFORD,United States,06106,CT,GISSROSARIO@YAHOO.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
"THE LAW OFFICE OF KATHLEEN D. HAYES, LLC",LLC,Active,,1362116,2022-03-31,1110 MOTT HILL ROAD,SOUTH GLASTONBURY,United States,06073,CT,kathleen@kdhayeslaw.com,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
IT TAKES A VILLAGE EDUCATIONAL FOUNDATION INC.,Non-Stock,Active,First report past due,1362120,2021-01-07,No information provided,,,,,YERGGATREBOR@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"A & H, LLC",LLC,Active,Annual report past due,1362121,2021-03-31,45-25 KISSENA BOULEVARD,FLUSHING,United States,11355,NY,AIMHIGH808@GMAIL.COM,Domestic,2020-10-09,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
GALAXY DIGITAL PRIME SERVICES LLC,LLC,Active,Annual report past due,1362122,2021-03-31,101 HUDSON STREET SUITE 2166,JERSEY CITY,United States,07302,NJ,FRANK.FALCO@GALAXYDIGITAL.IO,Foreign,2020-10-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:44.0100000,2020-10-31,GALAXY DIGITAL PRIME SERVICES LLC,United States,"CORP TRUST CENTER 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",CORP TRUST CENTER 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"CORP TRUST CENTER 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",CORP TRUST CENTER 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
ANDREW ARROYO REAL ESTATE INC.,Stock,Active,,1362123,2022-10-09,500 WEST PUTNAM AVE. EAST SUITE 400,GREENWICH,United States,06830,CT,AMA@AARE.ORG,Foreign,2020-10-09,DE,DE,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:44.0100000,2020-10-31,ANDREW ARROYO REAL ESTATE INC.,United States,,,,,,,,,,,,,,,,,,,
MARGINFUL BUSINESS LLC,LLC,Dissolved,,1362124,2022-03-31,35 BUCKLAND WAY,WINDSOR,United States,06095,CT,KRISTIN@KLICPA.COM,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,2021-07-06T00:00:00.000,,,
"SOUND BEACH SUSHI, LLC",LLC,Active,Annual report past due,1362125,2021-03-31,242 SOUND BEACH AVENUE,OLD GREENWICH,United States,06870,CT,CHEFPETER1@HOTMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"A1 TOWING, LLC",LLC,Active,,1362126,2022-03-31,172 NORTH MAIN ST,NORWICH,United States,06360,CT,cromptonrecovery@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"N.A. BARRY BUILDER, LLC",LLC,Active,,1362127,2022-03-31,1090 NORTH ROAD,DAYVILLE,United States,06241,CT,nick@nabarrybuilder.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"WYNDCREST HOLDINGS, LLC",LLC,Active,,1362128,2022-03-31,1100 SOUTHFORD ROAD,MIDDLEBURY,United States,06762,CT,mmcdougall@eoptionsct.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"36 GREENFIELD DRIVE, LLC",LLC,Active,,1362129,2022-03-31,185 DEAN STREET UNIT 101,NORWOOD,United States,02062,MA,accounting@rcm-ma.com,Domestic,2020-10-09,MA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"ROOFING SOLUTIONS OF CT, LLC",LLC,Active,,1362130,2022-03-31,1 MORGAN AVENUE 3RD FLOOR,NORWALK,United States,06851,CT,roofingsolutionsofct@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
"ESSENTIAL ENTERPRISE, LLC",LLC,Active,,1362131,2022-03-31,221 BURNSIDE AVE,EAST HARTFORD,United States,06108,CT,essencenperry@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Telephone Answering Services (561421),,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL ASSOCIATION FOR PEACE AND RECONCILIATION INC,Non-Stock,Active,First report past due,1362132,2021-01-07,No information provided,,,,,SOMPUSARAH4@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
VEGADOCE LLC,LLC,Active,,1362133,2022-03-31,48 PAHQUIOQUE AVE,DANBURY,United States,06810,CT,JSANTOS1988@LIVE.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),812990.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
BAREFOOT AMERICAN PHOTOGRAPHY LLC,LLC,Active,,1362134,2022-03-31,110 WESTON ROAD,WESTON,United States,06883,CT,barefootamericanphotography@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Commercial Photography (541922),541922.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
IT-SIMPLIFIED LLC,LLC,Active,Annual report past due,1362135,2021-03-31,2A JEANETTE ST. UNIT 29,DANBURY,United States,06811,CT,INFO@IT-SIMPLIFIED.NET,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),811212.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
NORTHEASTERN PARTNERS 3 LLC,LLC,Active,,1362136,2022-03-31,198 WILDCAT ROAD,MADISON,United States,06443,CT,Northeasterngrp@icloud.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.0100000,,,,,,,,,,,,,,,,,,,,,,
DOCK HEALTH INC.,Stock,Active,,1362138,2022-10-09,50 E RIDGEWOOD AVE #220,RIDGEWOOD,United States,07450,NJ,JONATHAN@DOCK.HEALTH.COM,Foreign,2020-10-09,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:12:44.6966667,2020-07-15,DOCK HEALTH INC.,United States,,,,,,,,,,,,,,,,,,,
CONNECTICUT HOMES CT LLC,LLC,Active,,1362139,2022-03-31,2 Terrace Dr,Plainfield,United States,06374-1640,CT,jenniferm@crystalviewcapital.com,Foreign,2020-10-09,NV,NV,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:44.7133333,2020-10-09,CONNECTICUT HOMES CT LLC,United States,"9515 HILLWOOD DR, LAS VEGAS, NV, 89134, United States",9515 HILLWOOD DR,LAS VEGAS,NV,89134,United States,"9515 HILLWOOD DR, LAS VEGAS, NV, 89134, United States",9515 HILLWOOD DR,LAS VEGAS,NV,89134,United States,,,,,,,
WESTVIEW TERRACE MHC CT LLC,LLC,Active,,1362140,2022-03-31,9515 HILLWOOD DR,LAS VEGAS,United States,89134,NV,eastern@registeredagentsinc.com,Foreign,2020-10-09,NV,NV,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:44.7133333,2020-10-09,WESTVIEW TERRACE MHC CT LLC,United States,"1765 VILLAGE CENTER CIR STE 100, LAS VEGAS, NV, 89134, United States",1765 VILLAGE CENTER CIR STE 100,LAS VEGAS,NV,89134,United States,"1765 VILLAGE CENTER CIR STE 100, LAS VEGAS, NV, 89134, United States",1765 VILLAGE CENTER CIR STE 100,LAS VEGAS,NV,89134,United States,,,,,,,
"61 AMERIDGE DRIVE, LLC",LLC,Active,,1362141,2022-03-31,185 DEAN STREET UNIT 101,NORWOOD,United States,02062,MA,accounting@rcm-ma.com,Domestic,2020-10-09,MA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
"K&L CRAFTS AND CONFECTIONS, LLC",LLC,Active,,1362142,2022-03-31,17 ALYSSA COURT,SOUTHINGTON,United States,06489,CT,CPPLOURDE@HOTMAIL.COM,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
RAGS BY MED LLC,LLC,Active,,1362143,2022-03-31,1069 Main Street,BRIDGEPORT,United States,06606,CT,RAGSBYMED@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),448150.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,medmic989@gmail.com,#1008,,,,
CT COASTAL ACADEMY LLC,LLC,Active,,1362144,2022-03-31,192 WESTBROOK ROAD,ESSEX,United States,06426,CT,pamelapotemri@gmail.com,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
RES LANDSCAPING & CONSTRUCTION SERVICES LLC,LLC,Active,Annual report past due,1362145,2021-03-31,5595 MAIN ST,TRUMBULL,United States,06611,CT,RITZROYELLIS@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
DAISY MAIDS LLC,LLC,Active,Annual report past due,1362146,2021-03-31,94 CLEVELAND ST APT 3,NEW BRITAIN,United States,06053,CT,JESSMARIE5989@ICLOUD.COM,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
PURE ESSENTIALSX LLC,LLC,Active,Annual report past due,1362147,2021-03-31,6213 TOWN RIDGE,MIDDLETOWN,United States,06457,CT,PUREESSENTIALSX@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
OASIS PRO MARKETS LLC,LLC,Active,,1362148,2022-03-31,3 THORNDAL CIRCLE,DARIEN,United States,06820,CT,pat@oasispromarkets.com,Foreign,2020-10-09,DE,DE,False,False,False,False,False,Securities Brokerage (523120),523120.0,2021-11-10 00:12:44.7133333,2020-10-09,OASIS PRO MARKETS LLC,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
NRVANA VIBEZ LLC,LLC,Active,Annual report past due,1362149,2021-03-31,1 KENNEDY AVE UNIT 4007,DANBURY,United States,06810,CT,FILINGS@BETTERLEGAL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
GREENWICH FOOTBALL CLUB LLC,LLC,Active,Annual report past due,1362150,2021-03-31,31 SPRINGBROOK LANE,WILTON,United States,06897,CT,MBURTONI@AOL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:44.7133333,,,,,,,,,,,,,,,,,,,,,,
SEVENTWELVE LLC,LLC,Active,,1362168,2022-03-31,10 COPPER KETTLE RD,TRUMBULL,United States,06611,CT,matthewbaglio@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
T & W INFLATABLES LLC,LLC,Active,,1362169,2022-03-31,108 ROCKLEDGE DRIVE,MERIDEN,United States,06450,CT,twinflatables@gmail.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Recreational Goods Rental (532284),532284.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
PERKS TRANSPORT LIMITED LIABILITY COMPANY,LLC,Active,,1362170,2022-03-31,16 MILLBROOK CIR,WINDSOR,United States,06095,CT,saida.nemri@gmail.com,Domestic,2020-10-09,CT,Connecticut,True,False,True,False,False,Freight Transportation Arrangement (488510),488510.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
GIBAQ LLC,LLC,Active,,1362171,2022-03-31,6 PEMBERWICK RD,GREENWICH,United States,06831,CT,esteban@gibaq.com,Domestic,2020-10-09,CT,Connecticut,False,False,True,False,False,Software Publishers (511210),511210.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
BLAIR GEORGE LLC,LLC,Active,,1362172,2022-03-31,100 HARRISON AVENUE,NEW CANAAN,United States,06840,CT,christinablair96@gmail.com,Domestic,2020-10-09,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
DECLARE USA LLC,LLC,Active,Annual report past due,1362173,2021-03-31,"154 E MAIN ST., UNIT A",BRANFORD,United States,06405,CT,CONTACT@DECLAREUSA.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Industrial Design Services (541420),541420.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
HOOKS INVESTMENTS LLC,LLC,Active,Annual report past due,1362174,2021-03-31,4 OAKFIELD RD.,NORWALK,United States,06854,CT,MARCUS@6LOVE.ORG,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Miscellaneous Intermediation (523910),523910.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
BROTHERS TOWING AND REPAIRS LLC,LLC,Active,Annual report past due,1362175,2021-03-31,36 RIVER ST.,NEW HAVEN,United States,06513,CT,BORROWING.REPAIR@GMAIL.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Motor Vehicle Towing (488410),488410.0,2021-11-10 00:12:45.3066667,,,,,,,,,,,,,,,,,,,,,,
"CLEO COLLECTION, LLC",LLC,Active,,1362176,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
RMB BIOTECH SERVICES LLC,LLC,Active,,1362177,2022-03-31,77 LIVINGSTON STREET,NEW HAVEN,United States,06511,CT,kenayers@sbcglobal.net,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
"FARMINGTON AVENUE ACQUISITIONS, LLC",LLC,Active,,1362178,2022-03-31,"66 WEST MAIN STREET, SUITE 102",NEW BRITAIN,United States,06051,CT,avner@jaskogroup.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
"FARMINGTON AVENUE MANAGER, LLC",LLC,Active,,1362179,2022-03-31,"66 WEST MAIN STREET, SUITE 102",NEW BRITAIN,United States,06051,CT,avner@jaskogroup.com,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
"TAK COMMUNICATIONS, INC.",Stock,Active,Annual report due,1362180,2022-10-09,"4401 S. TECHNOLOGY DR., SUITE 3",SIOUX FALLS,United States,57106,SD,AS@QLOPC.COM,Foreign,2020-10-09,SD,SD,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),,2021-11-10 00:12:45.9000000,2020-10-05,"TAK COMMUNICATIONS, INC.",United States,,,,,,,,,,,,,,,,,,,
"WKV PROPERTIES, LLC",LLC,Active,,1362181,2022-03-31,341 COLONY STREET,MERIDEN,United States,06451,CT,calmcwaid@sbcglobal.net,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
DEVELOPMENTAL DIVERSITY EQUALITY AND ENGAGEMENT PATHWAYS (DDEEP) LLC,LLC,Active,Annual report past due,1362182,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,SUPPORT@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
HIH L.L.C.,LLC,Active,Annual report past due,1362183,2021-03-31,91 MAIN ST SUITE B,PORTLAND,United States,06480,CT,EFILE1234@INCFILE.COM,Domestic,2020-10-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.9000000,,,,,,,,,,,,,,,,,,,,,,
